Business Name,Phone,Website,Address,Search Term,Search State(s),Timestamp,Status
ACE Property Maintenance & Snow Removal,(231) 515-2250,,"1551 Filmore Ave, Cadillac, MI 49601, United States",Landscaping,Michigan,2025-05-23 16:24:34,New
T’s Outdoor Services LLC,(231) 920-4499,http://tsoutdoorservices.com/,"2350 E Lake Mitchell Dr, Cadillac, MI 49601, United States",Landscaping,Michigan,2025-05-23 16:24:34,New
Bruce Helsel Tree Farm,(231) 779-1414,https://www.brucehelsel.com/,"3075 W 13th St STE 2, Cadillac, MI 49601, United States",Landscaping,Michigan,2025-05-23 16:24:34,New
"Rent-a-Gardener, LLC",(231) 876-9199,http://www.rentagardenerllc.com,"8960 34 Rd building b, Cadillac, MI 49601, United States",Landscaping,Michigan,2025-05-23 16:24:34,New
BW Land & Services,(231) 920-8781,,"6491 E 26 1/4 Rd, Cadillac, MI 49601, United States",Landscaping,Michigan,2025-05-23 16:24:34,New
Lark Lawn & Garden Inc,(231) 775-4900,https://www.larksparts.com/,"414 S Mitchell St, Cadillac, MI 49601, United States",Landscaping,Michigan,2025-05-23 16:24:34,New
R & E Snowplowing and Mowing Services LLC,(231) 920-5230,,"638 N Lake St, Cadillac, MI 49601, United States",Landscaping,Michigan,2025-05-23 16:24:34,New
Garden Center at Tractor Supply,(231) 775-9478,https://www.tractorsupply.com/tsc/store_Cadillac-MI-49601_632,"9040 34 Rd, Cadillac, MI 49601, United States",Landscaping,Michigan,2025-05-23 16:24:35,New
A1 Lawn Care,(651) 390-7574,,"931 Wheeler St, Cadillac, MI 49601, United States",Landscaping,Michigan,2025-05-23 16:24:35,New
Yager Concrete Services LLC,(231) 429-4037,https://www.facebook.com/profile.php?id=100082640085969,"6930 M-115, Cadillac, MI 49601, United States",Landscaping,Michigan,2025-05-23 16:24:35,Already Harvested
Quicklawn Hydroseeding,(231) 779-6143,,"160 Simmons St, Cadillac, MI 49601, United States",Landscaping,Michigan,2025-05-23 16:24:35,New
Walraven's Market,(231) 775-7599,http://walravensmarketcadillac.com/,"6120 M-115, Cadillac, MI 49601, United States",Landscaping,Michigan,2025-05-23 16:24:35,New
Cadillac Sound Garden,,https://cadillacmichigan.com/cadillac-listings/cadillac-sound-garden/,"398 Chestnut St, Cadillac, MI 49601, United States",Landscaping,Michigan,2025-05-23 16:24:35,New
Walmart Patio & Garden Services,(833) 600-0406,https://www.walmart.com/store/1432-cadillac-mi/patio-garden-services,"8917 34 Rd, Cadillac, MI 49601, United States",Landscaping,Michigan,2025-05-23 16:24:35,New
"Dunbar Excavating, Inc.",(231) 775-2527,,"6950 Whaley Rd, Cadillac, MI 49601, United States",Landscaping,Michigan,2025-05-23 16:24:35,New
Reliable Landscaping Inc,(734) 455-3220,http://reliablelandscaping.com/,"8285 N Lilley Rd, Canton Township, MI 48187, United States",Landscaping,Michigan,2025-05-23 16:24:38,New
"Allscapes Landscape, Inc.",(734) 775-5526,https://allscapesmichigan.com/,"7576 Charrington Dr, Canton Township, MI 48187, United States",Landscaping,Michigan,2025-05-23 16:24:38,New
Mareks landscaping and lawn service,(734) 444-6098,http://marekslandscaping.com/,"8399 Alton St, Canton Township, MI 48187, United States",Landscaping,Michigan,2025-05-23 16:24:39,New
"Landforms, Inc.",(248) 345-4231,http://landformsinc.com/,"4247 S Corinne St, Canton Township, MI 48188, United States",Landscaping,Michigan,2025-05-23 16:24:39,New
Canton Topsoil,(734) 480-7000,https://www.cantontopsoilinc.com/,"48631 Michigan Ave, Canton Township, MI 48188, United States",Landscaping,Michigan,2025-05-23 16:24:39,New
Double R Landscaping,(734) 552-7692,https://www.doublerlandscaping.com/contact,"4064 Amanda Ct, Canton Township, MI 48188, United States",Landscaping,Michigan,2025-05-23 16:24:39,New
Earthworks Outdoor Care,(734) 634-6583,http://earthworkslawnsnow.com/,"44384 Harsdale Dr, Canton, MI 48187, United States",Landscaping,Michigan,2025-05-23 16:24:39,New
Tilt Landscape,(734) 459-5577,http://www.tiltlandscape.com/?utm_source=GMB&utm_medium=organic,"8750 Ronda Dr, Canton Township, MI 48187, United States",Landscaping,Michigan,2025-05-23 16:24:39,New
Michigan Landscape Solutions,(313) 352-1530,,"7062 London Ct, Canton Township, MI 48187, United States",Landscaping,Michigan,2025-05-23 16:24:39,New
LawnBoss Landscaping and Design LLC.,(734) 544-1822,,"46000 Geddes Rd #227, Canton, MI 48188, United States",Landscaping,Michigan,2025-05-23 16:24:39,New
BrightView Landscapes,(734) 394-1430,https://www.brightview.com/local/canton-mi/landscape-services,"5100 Dewitt Rd, Canton, MI 48188, United States",Landscaping,Michigan,2025-05-23 16:24:40,New
Rock Shoppe,(734) 455-5560,https://www.rock-shoppe.com/?utm_source=gbp&utm_medium=organic,"6275 Gotfredson Rd, Plymouth, MI 48170, United States",Landscaping,Michigan,2025-05-23 16:24:40,New
j. averie landscape management,(734) 306-0792,https://www.javerie.com/contact-us/,"43125 Joy Rd, Canton, MI 48187, United States",Landscaping,Michigan,2025-05-23 16:24:40,New
Highland Landscaping & Snowplowing,(248) 924-3311,https://www.highlandlandscape.com/,"548 Farmer St, Plymouth, MI 48170, United States",Landscaping,Michigan,2025-05-23 16:24:40,New
Lush Lawn Canton,(734) 233-3010,http://www.lushlawn.com/,"42000 Koppernick Rd Suite A2, Canton Township, MI 48187, United States",Landscaping,Michigan,2025-05-23 16:24:40,New
Serene Landscape Group,(734) 416-9062,https://www.serenesurroundings.com/,"350 S Mill St, Plymouth, MI 48170, United States",Landscaping,Michigan,2025-05-23 16:24:40,New
Lucas Nursery & Landscaping,(734) 482-1111,https://www.lucas-nursery.com/,"9779 Ford Rd, Superior Township, MI 48198, United States",Landscaping,Michigan,2025-05-23 16:24:40,New
"Integrity Landscape, LLC",(734) 453-6773,http://www.integritylandscapellc.com/,"9405 Currie Rd, Northville, MI 48167, United States",Landscaping,Michigan,2025-05-23 16:24:41,New
"Hagen's Landscape, LLC",(734) 329-2156,https://www.hagens-landscape-llc.com/,"2610 S Linville Ave, Westland, MI 48186, United States",Landscaping,Michigan,2025-05-23 16:24:41,New
Northern Touch Lawn Care & Snow Plowing LLC,(989) 755-5296,,"212 Shepard St, Saginaw, MI 48604, United States",Landscaping,Michigan,2025-05-23 16:24:43,New
Yancy's Landscaping,(989) 239-8214,https://www.yancyslandscaping.com/about-us/,"1702 S Jefferson Ave, Saginaw, MI 48601, United States",Landscaping,Michigan,2025-05-23 16:24:43,New
Imperial Services,(989) 270-1134,https://www.imperialservicespro.com/,"3811 Carrollton Rd, Saginaw, MI 48604, United States",Landscaping,Michigan,2025-05-23 16:24:43,New
W B Landscaping,(586) 758-4655,,"7281 Standard St, Center Line, MI 48015, United States",Landscaping,Michigan,2025-05-23 16:24:44,New
Berns Landscaping Services,(586) 756-1145,https://bernslandscape.com/?utm_source=LOCAL&utm_medium=ORGANIC&utm_campaign=GMB,"23500 Blackstone Ave, Warren, MI 48089, United States",Landscaping,Michigan,2025-05-23 16:24:44,New
Grounds and Gardens Landscaping,(586) 754-2421,https://www.groundsandgardens.com/,"24617 Mound Rd, Warren, MI 48091, United States",Landscaping,Michigan,2025-05-23 16:24:44,New
Christopher's Complete Maintenance,(586) 806-2208,https://www.facebook.com/Christophers-Complete-Maintenance-100173155180244,"6746 Dodge Ave, Warren, MI 48091, United States",Landscaping,Michigan,2025-05-23 16:24:44,New
Double A's Landscaping,(313) 423-7454,,"24503 Tallman Ave, Warren, MI 48089, United States",Landscaping,Michigan,2025-05-23 16:24:44,New
Platinum Lawn Service & Landscaping,(586) 871-5330,https://platinumlandscapemi.com/,"5810 Filmore Ave, Warren, MI 48092, United States",Landscaping,Michigan,2025-05-23 16:24:44,New
Beste's Landscape Supply,(586) 776-1794,http://www.besteslawn.com/,"21410 Schoenherr Rd, Warren, MI 48089, United States",Landscaping,Michigan,2025-05-23 16:24:45,New
Marshall Landscape Inc,(586) 427-6577,https://www.marshalllandscape.com/,"24343 Gibson Dr, Warren, MI 48089, United States",Landscaping,Michigan,2025-05-23 16:24:45,New
